,question_id,sql_gold,sql_pred,execution_accuracy,db_id,used_metadata
27,27,"SELECT T2.School, T1.AvgScrWrite, T2.Phone, strftime('%Y', T2.OpenDate), strftime('%Y', T2.ClosedDate) FROM schools AS T2 LEFT JOIN satscores AS T1 ON T2.CDSCode = T1.cds WHERE strftime('%Y', T2.OpenDate) > '1991' AND strftime('%Y', T2.ClosedDate) < '2000'","
SQL Query:

SELECT s.sname, s.AvgScrWrite, s.Phone
FROM satscores s
JOIN schools sch ON s.cds = sch.CDSCode
WHERE sch.OpenDate > '1991-01-01' OR sch.ClosedDate < '2000-01-01';",0,california_schools,bird_metadata
28,28,"SELECT T2.School, T2.DOC FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.FundingType = 'Locally funded' AND (T1.`Enrollment (K-12)` - T1.`Enrollment (Ages 5-17)`) > (SELECT AVG(T3.`Enrollment (K-12)` - T3.`Enrollment (Ages 5-17)`) FROM frpm AS T3 INNER JOIN schools AS T4 ON T3.CDSCode = T4.CDSCode WHERE T4.FundingType = 'Locally funded')","
SQL Query:


WITH avg_diff AS (
  SELECT AVG(frpm.""Enrollment (K-12)"" - frpm.""Enrollment (Ages 5-17)"") AS avg_difference
  FROM frpm
  JOIN schools ON frpm.CDSCode = schools.CDSCode
  WHERE schools.FundingType = 'Locally Funded'
),
school_diff AS (
  SELECT frpm.CDSCode, frpm.""Enrollment (K-12)"" - frpm.""Enrollment (Ages 5-17)"" AS diff, schools.DOCType
  FROM frpm
  JOIN schools ON frpm.CDSCode = schools.CDSCode
  WHERE schools.FundingType = 'Locally Funded'
)
SELECT schools.School, schools.DOCType
FROM school_diff
JOIN schools ON school_diff.CDSCode = schools.CDSCode
WHERE school_diff.diff > (SELECT avg_difference FROM avg_diff)
",0,california_schools,bird_metadata
29,29,SELECT T2.OpenDate FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,"
SELECT OpenDate FROM schools WHERE School IS NOT NULL AND GSserved LIKE '%-%' AND GSserved NOT LIKE '%-%-%' AND GSserved NOT LIKE '%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%-%' AND GSserved NOT LIKE '%-%-%-%-%-%-%-%-%",0,california_schools,bird_metadata
30,30,SELECT T2.City FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode GROUP BY T2.City ORDER BY SUM(T1.`Enrollment (K-12)`) ASC LIMIT 5,"
SELECT City, Enrollment_1_12
FROM (
    SELECT s.City, frpm.`Enrollment (K-12)` AS Enrollment_1_12,
           ROW_NUMBER() OVER (ORDER BY frpm.`Enrollment (K-12)` ASC) as rn
    FROM frpm
    JOIN schools s ON frpm.CDSCode = s.CDSCode
) t
WHERE rn <= 5;",0,california_schools,bird_metadata
31,31,"SELECT CAST(`Free Meal Count (K-12)` AS REAL) / `Enrollment (K-12)` FROM frpm ORDER BY `Enrollment (K-12)` DESC LIMIT 9, 2","
SELECT
    `Percent (%) Eligible Free (K-12)`
FROM
    frpm
WHERE
    `Low Grade` <= 1
    AND `High Grade` >= 12
ORDER BY
    `Enrollment (K-12)` DESC
LIMIT 10;",0,california_schools,bird_metadata
32,32,SELECT CAST(T1.`FRPM Count (K-12)` AS REAL) / T1.`Enrollment (K-12)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.SOC = 66 ORDER BY T1.`FRPM Count (K-12)` DESC LIMIT 5,"
SQL Query:


SELECT
    frpm.School_Name,
    (frpm.FRPM_Count_K_12 / frpm.Enrollment_K_12) * 100 AS Eligible_Free_or_Reduced_Price_Meal_Rate
FROM
    frpm
JOIN
    schools ON frpm.CDSCode = schools.CDSCode
WHERE
    schools.SOC = 66
ORDER BY
    frpm.FRPM_Count_K_12 DESC
LIMIT 5;
",0,california_schools,bird_metadata
33,33,"SELECT T2.Website, T1.`School Name` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Free Meal Count (Ages 5-17)` BETWEEN 1900 AND 2000 AND T2.Website IS NOT NULL","
SELECT schools.Website, schools.School
FROM frpm
JOIN schools ON frpm.CDSCode = schools.CDSCode
WHERE frpm.""Free Meal Count (Ages 5-17)"" BETWEEN 1900 AND 2000;",0,california_schools,bird_metadata
34,34,SELECT CAST(T2.`Free Meal Count (Ages 5-17)` AS REAL) / T2.`Enrollment (Ages 5-17)` FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.AdmFName1 = 'Kacey' AND T1.AdmLName1 = 'Gibson',"
SELECT
    `Percent (%) Eligible Free (Ages 5-17)`
FROM
    frpm
WHERE
    `AdmFName1` = 'Kacey'
    AND `AdmLName1` = 'Gibson';",0,california_schools,bird_metadata
35,35,SELECT T2.AdmEmail1 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Charter School (Y/N)` = 1 ORDER BY T1.`Enrollment (K-12)` ASC LIMIT 1,"
SQL Query:


SELECT AdmEmail1
FROM schools
WHERE CDSCode IN (
    SELECT CDSCode
    FROM frpm
    WHERE CharterSchool(Y/N) = 1
    ORDER BY Enrollment(K-12) ASC
    LIMIT 1
);
",0,california_schools,bird_metadata
36,36,"SELECT T2.AdmFName1, T2.AdmLName1, T2.AdmFName2, T2.AdmLName2, T2.AdmFName3, T2.AdmLName3 FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1","
SQL Query:

SELECT
    s.AdmFName1 || ' ' || s.AdmLName1 AS FullName
FROM
    satscores AS ss
JOIN
    schools AS s ON ss.cds = s.CDSCode
WHERE
    ss.NumGE1500 = (SELECT MAX(NumGE1500) FROM satscores)
LIMIT 1;",0,california_schools,bird_metadata
37,37,"SELECT T2.Street, T2.City, T2.Zip, T2.State FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY CAST(T1.NumGE1500 AS REAL) / T1.NumTstTakr ASC LIMIT 1","
SELECT Street, City, Zip, State FROM schools WHERE CDSCode = (SELECT CDSCode FROM frpm WHERE Percent (%) Eligible FRPM (K-12) = (SELECT MIN(Percent (%) Eligible FRPM (K-12)) FROM frpm));",0,california_schools,bird_metadata
38,38,SELECT T2.Website FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.NumTstTakr BETWEEN 2000 AND 3000 AND T2.County = 'Los Angeles',"
SQL Query:

SELECT Website
FROM schools
WHERE County = 'Los Angeles County'
AND CDSCode IN (
    SELECT cds
    FROM satscores
    WHERE NumTstTakr BETWEEN 2000 AND 3000
);",0,california_schools,bird_metadata
39,39,"SELECT AVG(T1.NumTstTakr) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE strftime('%Y', T2.OpenDate) = '1980' AND T2.County = 'Fresno'","
SQL Query:

SELECT AVG(NumTstTakr)
FROM satscores
JOIN schools ON satscores.cds = schools.CDSCode
WHERE schools.City = 'Fresno' AND schools.OpenDate BETWEEN '1980-01-01' AND '1980-12-31';",0,california_schools,bird_metadata
40,40,SELECT T2.Phone FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.District = 'Fresno Unified' AND T1.AvgScrRead IS NOT NULL ORDER BY T1.AvgScrRead ASC LIMIT 1,"
SELECT phone
FROM satscores
JOIN schools ON satscores.cds = schools.CDSCode
WHERE dname = 'Fresno Unified'
ORDER BY AvgScrRead
LIMIT 1;",0,california_schools,bird_metadata
41,41,SELECT T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.Virtual = 'F' ORDER BY T1.AvgScrRead DESC LIMIT 5,"
SELECT s.sname, s.rtype, s.AvgScrRead
FROM satscores s
JOIN schools sch ON s.cds = sch.CDSCode
WHERE sch.Virtual = 'Virtual' AND sch.GSserved = sch.GSoffered
ORDER BY s.AvgScrRead DESC
LIMIT 5;",0,california_schools,bird_metadata
42,42,SELECT T2.EdOpsName FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrMath DESC LIMIT 1,"
SELECT satscores.rtype
FROM satscores
JOIN schools ON satscores.cds = schools.CDSCode
WHERE satscores.AvgScrMath = (SELECT MAX(AvgScrMath) FROM satscores)
LIMIT 1;",0,california_schools,bird_metadata
43,43,"SELECT T1.AvgScrMath, T2.County FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrMath IS NOT NULL ORDER BY T1.AvgScrMath + T1.AvgScrRead + T1.AvgScrWrite ASC LIMIT 1","
SELECT satscores.AvgScrMath, frpm.`County Name`
FROM satscores
JOIN frpm ON satscores.cds = frpm.CDSCode
WHERE (satscores.AvgScrRead + satscores.AvgScrMath + satscores.AvgScrWrite) = (
    SELECT MIN(satscores.AvgScrRead + satscores.AvgScrMath + satscores.AvgScrWrite)
    FROM satscores
)",0,california_schools,bird_metadata
44,44,"SELECT T1.AvgScrWrite, T2.City FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1","
SELECT satscores.AvgScrWrite, schools.City
FROM satscores
JOIN schools ON satscores.cds = schools.CDSCode
WHERE satscores.NumGE1500 = (SELECT MAX(NumGE1500) FROM satscores)
LIMIT 1;",1,california_schools,bird_metadata
45,45,"SELECT T2.School, T1.AvgScrWrite FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.AdmFName1 = 'Ricci' AND T2.AdmLName1 = 'Ulrich'","
SQL Query:

SELECT sname, AvgScrWrite
FROM satscores
WHERE (AdmFName1 = 'Ricci' AND AdmLName1 = 'Ulrich')
GROUP BY sname;",0,california_schools,bird_metadata
46,46,SELECT T2.School FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.DOC = 31 ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,"
SELECT s.State, frpm.`Enrollment (K-12)`, frpm.`School Name`
FROM frpm
JOIN schools s ON frpm.CDSCode = s.CDSCode
WHERE s.SOCType = 'State Special School'
ORDER BY frpm.`Enrollment (K-12)` DESC
LIMIT 1;",0,california_schools,bird_metadata
47,47,"SELECT CAST(COUNT(School) AS REAL) / 12 FROM schools WHERE DOC = 52 AND County = 'Alameda' AND strftime('%Y', OpenDate) = '1980'","
SQL Query:

SELECT COUNT(*) / 12 AS monthly_avg
FROM schools
WHERE County = 'Alameda'
AND District LIKE '%Elementary School District%'
AND OpenDate >= '1980-01-01'
AND OpenDate < '1981-01-01';",0,california_schools,bird_metadata
48,48,SELECT CAST(SUM(CASE WHEN DOC = 54 THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN DOC = 52 THEN 1 ELSE 0 END) FROM schools WHERE StatusType = 'Merged' AND County = 'Orange',"
SQL Query:


WITH merged_unified AS (
  SELECT COUNT(*) as count_unified
  FROM frpm
  JOIN schools ON frpm.CDSCode = schools.CDSCode
  WHERE schools.County = 'Orange' AND schools.DistrictType = 'Unified School District' AND schools.DOCType = 'Merged'
),
merged_elementary AS (
  SELECT COUNT(*) as count_elementary
  FROM frpm
  JOIN schools ON frpm.CDSCode = schools.CDSCode
  WHERE schools.County = 'Orange' AND schools.DistrictType = 'Elementary School District' AND schools.DOCType = 'Merged'
)
SELECT count_unified::float / count_elementary::float as ratio
FROM merged_unified, merged_elementary;
",0,california_schools,bird_metadata
49,49,"SELECT DISTINCT County, School, ClosedDate FROM schools WHERE County = ( SELECT County FROM schools WHERE StatusType = 'Closed' GROUP BY County ORDER BY COUNT(School) DESC LIMIT 1 ) AND StatusType = 'Closed' AND school IS NOT NULL","
SQL Query:


SELECT County, School, ClosedDate
FROM schools
WHERE ClosedDate IS NOT NULL
GROUP BY County, School, ClosedDate
ORDER BY COUNT(*) DESC, County
LIMIT 1;
",0,california_schools,bird_metadata
50,50,"SELECT T2.MailStreet, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrMath DESC LIMIT 5, 1","
SELECT Street
FROM schools
WHERE CDSCode = (
    SELECT cds
    FROM satscores
    WHERE AvgScrMath = (
        SELECT AvgScrMath
        FROM satscores
        ORDER BY AvgScrMath DESC
        LIMIT 1 OFFSET 5
    )
)
AND School = (
    SELECT sname
    FROM satscores
    WHERE AvgScrMath = (
        SELECT AvgScrMath
        FROM satscores
        ORDER BY AvgScrMath DESC
        LIMIT 1 OFFSET 5
    )
)",0,california_schools,bird_metadata
51,51,"SELECT T2.MailStreet, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrRead IS NOT NULL ORDER BY T1.AvgScrRead ASC LIMIT 1","
SELECT sname, MailStreet
FROM satscores
JOIN schools ON satscores.cds = schools.CDSCode
WHERE AvgScrRead = (SELECT MIN(AvgScrRead) FROM satscores)
LIMIT 1;",0,california_schools,bird_metadata
52,52,SELECT COUNT(T1.cds) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.MailCity = 'Lakeport' AND (T1.AvgScrRead + T1.AvgScrMath + T1.AvgScrWrite) >= 1500,"
SELECT COUNT(*) FROM satscores
JOIN schools ON satscores.cds = schools.CDSCode
WHERE NumGE1500 >= 1500 AND schools.MailCity = 'Lakeport';",0,california_schools,bird_metadata
53,53,SELECT T1.NumTstTakr FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.MailCity = 'Fresno',"
SELECT COUNT(NumTstTakr) FROM satscores
JOIN schools ON satscores.cds = schools.CDSCode
WHERE schools.MailCity = 'Fresno';",0,california_schools,bird_metadata
54,54,"SELECT School, MailZip FROM schools WHERE AdmFName1 = 'Avetik' AND AdmLName1 = 'Atoian'","
SELECT schools.School, schools.MailZip
FROM schools
WHERE schools.AdmFName1 = 'Avetik' AND schools.AdmLName1 = 'Atoian';",1,california_schools,bird_metadata
